"aphiaID","ScientificName","Kingdom","Phylum","Class","Order","Family","Genus","Species"
137167,"Xema sabini","Animalia","Chordata","Aves","Charadriiformes","Laridae","Xema","sabini"
137127,"Ziphius cavirostris","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Ziphius","cavirostris"
136987,"Alcidae","Animalia","Chordata","Aves","Charadriiformes","Alcidae",NA,NA
1348497,"Calonectris borealis","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris borealis"
136996,"Gaviidae","Animalia","Chordata","Aves","Gaviiformes","Gaviidae",NA,NA
148794,"Hydrobatidae","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae",NA,NA
137043,"Larus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",NA
137002,"Melanitta","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta",NA
137054,"Phalacrocorax","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax",NA
137049,"Phalaropus","Animalia","Chordata","Aves","Charadriiformes","Phalaropodidae","Phalaropus",NA
137003,"Somateria","Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria",NA
137051,"Stercorarius","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA
148764,"Sternidae","Animalia","Chordata","Aves","Charadriiformes","Sternidae",NA,NA
137041,"Uria","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Uria",NA
